STATION,NAME,DATE,AWND,AWND_Change,EVAP,MNPN,MXPN,PGTM,PRCP,PRCP_Change,PSUN,SN51,SN52,SN52_Change,SNOW,SNOW_Change,SNWD,SNWD_Change,SX52,SX52_Change,TAVG,TMAX,TMAX_Change,TMIN,TMIN_Change,TSUN,WDF2,WDF2_Change,WDF5,WDF5_Change,WDMV,WESD,WSF2,WSF2_Change,WSF5,WSF5_Change,WT01,WT02,WT03,WT04,WT05,WT06,WT08,WT09,WT11,WT13,WT16,WT17,WT18,WT19,WT22
USW00014607,"CARIBOU WEATHER FORECAST OFFICE, ME US",2017/3/14,8.72,2.9,,,,,0.57,0.57,,,,0,11.7,11.7,20.9,0,,0,,25,1,4,-3,,50,-270,30,-280,,,31.1,16.1,59.1,37.2,1,1,,,,,,,,,,,,,
USW00014607,"CARIBOU WEATHER FORECAST OFFICE, ME US",2017/3/15,11.63,2.91,,,,,0.18,-0.39,,,,0,2.4,-9.3,27.2,6.3,,0,,33,8,23,19,,50,0,70,40,,8.5,23.9,-7.2,35.1,-24,1,1,,,,,1,,,,,,,,
USW00014607,"CARIBOU WEATHER FORECAST OFFICE, ME US",2017/3/16,8.28,-3.35,,,,,0.04,-0.14,,,,0,1.1,-1.3,28,0.8,,0,,26,-7,16,-7,,300,250,310,240,,,19.9,-4,25.9,-9.2,1,,,,,,1,,,,,,,,
USW00014607,"CARIBOU WEATHER FORECAST OFFICE, ME US",2017/3/17,7.38,-0.9,,,,,0,-0.04,,,,0,0,-1.1,28,0,,0,,24,-2,9,-7,,330,30,320,10,,,16.1,-3.8,21,-4.9,,,,,,,,,,,,,,,
USW00014607,"CARIBOU WEATHER FORECAST OFFICE, ME US",2017/3/18,0.89,-6.49,,,,,0,0,,,,0,0,0,28,0,,0,,40,16,9,0,,360,30,360,40,,,6.9,-9.2,8.1,-12.9,,,,,,,,,,,,,,,
USW00014607,"CARIBOU WEATHER FORECAST OFFICE, ME US",2017/3/19,2.91,2.02,,,,,0,0,,,,0,0,0,27.2,-0.8,,0,,43,3,5,-4,,10,-350,120,-240,,,10.1,3.2,14.1,6,,,,,,,,,,,,,,,
USW00014607,"CARIBOU WEATHER FORECAST OFFICE, ME US",2017/3/20,5.59,2.68,,,,,0,0,,,,0,0,0,26,-1.2,,0,,45,2,14,9,,360,350,20,-100,,,12.1,2,15,0.9,,,,,,,,,,,,,,,
USW00014607,"CARIBOU WEATHER FORECAST OFFICE, ME US",2017/3/21,5.82,0.23,,,,,0,0,,,,0,0,0,25.2,-0.8,,0,,44,-1,24,10,,320,-40,330,310,,,17,4.9,21.9,6.9,,,,,,,,,,,,,,,
USW00014607,"CARIBOU WEATHER FORECAST OFFICE, ME US",2017/3/22,19.24,13.42,,,,,0,0,,,,0,0.2,0.2,24,-1.2,,0,,25,-19,7,-17,,330,10,320,-10,,8.9,31.1,14.1,40.9,19,,,,,,,,1,,,,,,,
USW00014607,"CARIBOU WEATHER FORECAST OFFICE, ME US",2017/3/23,13.42,-5.82,,,,,0,0,,,,0,0,-0.2,24,0,,0,,21,-4,2,-5,,330,0,320,0,,,25.9,-5.2,33.1,-7.8,,,,,,,,,,,,,,,
USW00014607,"CARIBOU WEATHER FORECAST OFFICE, ME US",2017/3/24,8.28,-5.14,,,,,0,0,,,,0,0.1,0.1,22.8,-1.2,,0,,31,10,4,2,,180,-150,180,-140,,,21,-4.9,29.1,-4,,,,,,,,,,,,,,,
USW00014607,"CARIBOU WEATHER FORECAST OFFICE, ME US",2017/3/25,10.74,2.46,,,,,0,0,,,,0,0.1,0,22.8,0,,0,,33,2,16,12,,330,150,340,160,,,23,2,29.1,0,,,,,,,,,,,,,,,
USW00014607,"CARIBOU WEATHER FORECAST OFFICE, ME US",2017/3/26,4.92,-5.82,,,,,0,0,,,,0,0,-0.1,22.8,0,,0,,33,0,8,-8,,340,10,340,0,,,14.1,-8.9,18.1,-11,,,,,,,,,,,,,,,
USW00014607,"CARIBOU WEATHER FORECAST OFFICE, ME US",2017/3/27,8.05,3.13,,,,,0.35,0.35,,,,0,3.3,3.3,20.9,-1.9,,0,,26,-7,20,12,,130,-210,180,-160,,,14.1,0,18.1,0,1,1,,,,,1,,,,,,,,
USW00014607,"CARIBOU WEATHER FORECAST OFFICE, ME US",2017/3/28,4.47,-3.58,,,,,0.32,-0.03,,,,0,3,-0.3,26,5.1,,0,,32,6,25,5,,150,20,150,-30,,,12.1,-2,13,-5.1,1,,,,,1,1,,,,,,,,
USW00014607,"CARIBOU WEATHER FORECAST OFFICE, ME US",2017/3/29,7.38,2.91,,,,,0,-0.32,,,,0,0,-3,29.1,3.1,,0,,34,2,28,3,,330,180,330,180,,9.5,14.1,2,18.1,5.1,1,,,,,,,,,,,,,,
USW00014607,"CARIBOU WEATHER FORECAST OFFICE, ME US",2017/3/30,12.08,4.7,,,,,0,0,,,,0,0,0,28,-1.1,,0,,36,2,19,-9,,10,-320,10,-320,,,23.9,9.8,31.1,13,,,,,,,,,,,,,,,
USW00014607,"CARIBOU WEATHER FORECAST OFFICE, ME US",2017/3/31,5.14,-6.94,,,,,0,0,,,,0,0,0,27.2,-0.8,,0,,45,9,16,-3,,360,350,20,10,,,12.1,-11.8,15,-16.1,,,,,,,,,,,,,,,
USW00014607,"CARIBOU WEATHER FORECAST OFFICE, ME US",2017/4/1,3.13,-2.01,,,,,0,0,,,,0,0,0,24,-3.2,,0,,40,-5,27,11,,50,-310,40,20,,,8.1,-4,11,-4,,,,,,,,,,,,,,,
USW00014607,"CARIBOU WEATHER FORECAST OFFICE, ME US",2017/4/2,6.26,3.13,,,,,0,0,,,,0,0,0,24,0,,0,,47,7,28,1,,330,280,340,300,,,21.9,13.8,28,17,,,,,,,,,,,,,,,
USW00014607,"CARIBOU WEATHER FORECAST OFFICE, ME US",2017/4/3,8.5,2.24,,,,,0,0,,,,0,0,0,22.8,-1.2,,0,,41,-6,25,-3,,330,0,350,10,,,17,-4.9,23,-5,,,,,,,,,,,,,,,
USW00014607,"CARIBOU WEATHER FORECAST OFFICE, ME US",2017/4/4,6.71,-1.79,,,,,0.01,0.01,,,,0,0.2,0.2,22.8,0,,0,,44,3,18,-7,,220,-110,220,-130,,,16.1,-0.9,23.9,0.9,1,,,,,,,,,,,,,,
USW00014607,"CARIBOU WEATHER FORECAST OFFICE, ME US",2017/4/5,6.26,-0.45,,,,,0.18,0.17,,,,0,1.2,1,22,-0.8,,0,,34,-10,29,11,,80,-140,70,-150,,7.5,15,-1.1,19.9,-4,1,1,,,,,,,,,,,,,
USW00014607,"CARIBOU WEATHER FORECAST OFFICE, ME US",2017/4/6,6.71,0.45,,,,,0.5,0.32,,,,0,0,-1.2,22,0,,0,,44,10,33,4,,80,0,70,0,,,14.1,-0.9,19,-0.9,1,1,,,,,1,,,,,,,,
USW00014607,"CARIBOU WEATHER FORECAST OFFICE, ME US",2017/4/7,8.5,1.79,,,,,0.21,-0.29,,,,0,0,0,18.9,-3.1,,0,,48,4,38,5,,160,80,160,90,,,18.1,4,23,4,1,,,,,,,,,,,,,,
USW00014607,"CARIBOU WEATHER FORECAST OFFICE, ME US",2017/4/8,8.5,0,,,,,0.11,-0.1,,,,0,0,0,16.9,-2,,0,,43,-5,34,-4,,310,150,290,130,,,16.1,-2,23,0,1,,,,,,,,,,,,,,
USW00014607,"CARIBOU WEATHER FORECAST OFFICE, ME US",2017/4/9,7.83,-0.67,,,,,0,-0.11,,,,0,0,0,15,-1.9,,0,,51,8,35,1,,330,20,340,50,,,17,0.9,21.9,-1.1,,,,,,,,,,,,,,,
USW00014607,"CARIBOU WEATHER FORECAST OFFICE, ME US",2017/4/10,8.05,0.22,,,,,0,0,,,,0,0,0,13,-2,,0,,65,14,38,3,,170,-160,180,-160,,,16.1,-0.9,21.9,0,,,,,,,,,,,,,,,
USW00014607,"CARIBOU WEATHER FORECAST OFFICE, ME US",2017/4/11,5.82,-2.23,,,,,0.07,0.07,,,,0,0,0,7.1,-5.9,,0,,50,-15,38,0,,340,170,300,120,,,14.1,-2,21.9,0,1,,,,,,,,,,,,,,
USW00014607,"CARIBOU WEATHER FORECAST OFFICE, ME US",2017/4/12,4.03,-1.79,,,,,0.52,0.45,,,,0,0,0,7.1,0,,0,,47,-3,38,0,,240,-100,230,-70,,,10.1,-4,14.1,-7.8,1,1,,,,,,,,,,,,,
USW00014607,"CARIBOU WEATHER FORECAST OFFICE, ME US",2017/4/13,8.95,4.92,,,,,0,-0.52,,,,0,0,0,5.1,-2,,0,,43,-4,37,-1,,330,90,330,100,,,18.1,8,23.9,9.8,,,,,,,,,,,,,,,
USW00014607,"CARIBOU WEATHER FORECAST OFFICE, ME US",2017/4/14,7.16,-1.79,,,,,0,0,,,,0,0,0,3.9,-1.2,,0,,53,10,31,-6,,330,0,330,0,,,17,-1.1,21.9,-2,,,,,,,,,,,,,,,
USW00014607,"CARIBOU WEATHER FORECAST OFFICE, ME US",2017/4/15,6.04,-1.12,,,,,0,0,,,,0,0,0,0,-3.9,,0,,61,8,34,3,,240,-90,240,-90,,,16.1,-0.9,23,1.1,,,,,,,,,,,,,,,
USW00014607,"CARIBOU WEATHER FORECAST OFFICE, ME US",2017/4/16,6.93,0.89,,,,,0.37,0.37,,,,0,0,0,0,0,,0,,54,-7,38,4,,10,-230,10,-230,,,14.1,-2,16.1,-6.9,1,,,,,,,,,,,,,,
USW00014607,"CARIBOU WEATHER FORECAST OFFICE, ME US",2017/4/17,5.59,-1.34,,,,,0.27,-0.1,,,,0,0.2,0.2,0,0,,0,,39,-15,32,-6,,100,90,110,100,,,10.1,-4,14.1,-2,1,,,,,,,,,,,,,,
USW00014607,"CARIBOU WEATHER FORECAST OFFICE, ME US",2017/4/18,2.91,-2.68,,,,,0.04,-0.23,,,,0,0.3,0.1,0,0,,0,,38,-1,30,-2,,30,-70,30,-80,,,8.1,-2,10.1,-4,1,1,,,,,1,,,,,,,,
USW00014607,"CARIBOU WEATHER FORECAST OFFICE, ME US",2017/4/19,12.53,9.62,,,,,0.18,0.14,,,,0,1.1,0.8,0,0,,0,,45,7,30,0,,160,130,170,140,,,23.9,15.8,32,21.9,1,,,,,,,,,,,,,,
USW00014607,"CARIBOU WEATHER FORECAST OFFICE, ME US",2017/4/20,4.7,-7.83,,,,,0.06,-0.12,,,,0,1.2,0.1,2,2,,0,,41,-4,32,2,,170,10,160,-10,,,14.1,-9.8,18.1,-13.9,1,,,,,,,,,,,,,,
USW00014607,"CARIBOU WEATHER FORECAST OFFICE, ME US",2017/4/21,7.83,3.13,,,,,0.37,0.31,,,,0,4.1,2.9,0,-2,,0,,44,3,31,-1,,120,-50,120,-40,,,16.1,2,23,4.9,1,1,,,,,,,,,,,,,
USW00014607,"CARIBOU WEATHER FORECAST OFFICE, ME US",2017/4/22,4.92,-2.91,,,,,0.23,-0.14,,,,0,1.1,-3,3.9,3.9,,0,,35,-9,32,1,,150,30,150,30,,,14.1,-2,17,-6,1,,,,,,1,,,,,,,,
USW00014607,"CARIBOU WEATHER FORECAST OFFICE, ME US",2017/4/23,5.59,0.67,,,,,0.03,-0.2,,,,0,0,-1.1,3.1,-0.8,,0,,51,16,33,1,,330,180,330,180,,,16.1,2,19.9,2.9,1,,,,,,,,,,,,,,
USW00014607,"CARIBOU WEATHER FORECAST OFFICE, ME US",2017/4/24,8.95,3.36,,,,,0,-0.03,,,,0,0,0,0,-3.1,,0,,47,-4,28,-5,,340,10,330,0,,,17,0.9,21.9,2,,,,,,,,,,,,,,,
USW00014607,"CARIBOU WEATHER FORECAST OFFICE, ME US",2017/4/25,6.26,-2.69,,,,,0.08,0.08,,,,0,0,0,0,0,,0,,55,8,25,-3,,160,-180,170,-160,,,15,-2,19,-2.9,1,,,,,,,,,,,,,,
USW00014607,"CARIBOU WEATHER FORECAST OFFICE, ME US",2017/4/26,6.71,0.45,,,,,0.6,0.52,,,,0,0,0,0,0,,0,,56,1,41,16,,170,10,170,0,,,16.1,1.1,21,2,1,1,,,,,,,,,,,,,
USW00014607,"CARIBOU WEATHER FORECAST OFFICE, ME US",2017/4/27,6.93,0.22,,,,,0.03,-0.57,,,,0,0,0,0,0,,0,,67,11,52,11,,140,-30,140,-30,,,14.1,-2,19,-2,1,1,,,,,,,,,,,,,
USW00014607,"CARIBOU WEATHER FORECAST OFFICE, ME US",2017/4/28,7.61,0.68,,,,,0,-0.03,,,,0,0,0,0,0,,0,,63,-4,48,-4,,190,50,190,50,,,13,-1.1,16.1,-2.9,1,1,,,,,,,,,,,,,
USW00014607,"CARIBOU WEATHER FORECAST OFFICE, ME US",2017/4/29,10.74,3.13,,,,,0,0,,,,0,0,0,0,0,,0,,67,4,37,-11,,330,140,340,150,,,28,15,38,21.9,1,1,,,,,,,,,,,,,
USW00014607,"CARIBOU WEATHER FORECAST OFFICE, ME US",2017/4/30,9.17,-1.57,,,,,0,0,,,,0,0,0,0,0,,0,,55,-12,34,-3,,350,20,340,0,,,19.9,-8.1,27.1,-10.9,,,,,,,,,,,,,,,
USW00014607,"CARIBOU WEATHER FORECAST OFFICE, ME US",2017/5/1,8.05,-1.12,,,,,0.62,0.62,,,47,47,0,0,0,0,51,51,,45,-10,39,5,,140,-210,150,-190,,,17,-2.9,21.9,-5.2,1,,,,,,,,,,,,,,
USW00014607,"CARIBOU WEATHER FORECAST OFFICE, ME US",2017/5/2,7.16,-0.89,,,,,0.63,0.01,,,45,-2,0,0,0,0,49,-2,,47,2,38,-1,,130,-10,130,-20,,,19.9,2.9,27.1,5.2,1,,,,,,,,,,,,,,
USW00014607,"CARIBOU WEATHER FORECAST OFFICE, ME US",2017/5/3,11.41,4.25,,,,,0.09,-0.54,,,46,1,0,0,0,0,49,0,,56,9,42,4,,250,120,300,170,,,21.9,2,28,0.9,1,,,,,,,,,,,,,,
USW00014607,"CARIBOU WEATHER FORECAST OFFICE, ME US",2017/5/4,6.49,-4.92,,,,,0,-0.09,,,45,-1,0,0,0,0,53,4,,62,6,37,-5,,310,60,310,10,,,19.9,-2,25.1,-2.9,,,,,,,,,,,,,,,
USW00014607,"CARIBOU WEATHER FORECAST OFFICE, ME US",2017/5/5,9.4,2.91,,,,,0.11,0.11,,,49,4,0,0,0,0,54,1,,58,-4,45,8,,150,-160,150,-160,,,19.9,0,25.9,0.8,1,,,,,,,,,,,,,,
USW00014607,"CARIBOU WEATHER FORECAST OFFICE, ME US",2017/5/6,9.62,0.22,,,,,1.03,0.92,,,50,1,0,0,0,0,53,-1,,60,2,45,0,,140,-10,150,0,,,18.1,-1.8,23.9,-2,1,,,,,,,,,,,,,,
USW00014607,"CARIBOU WEATHER FORECAST OFFICE, ME US",2017/5/7,15.66,6.04,,,,,0.01,-1.02,,,49,-1,0,0,0,0,58,5,,68,8,52,7,,160,20,150,0,,,28,9.9,40,16.1,1,,,,,,,,,,,,,,
USW00014607,"CARIBOU WEATHER FORECAST OFFICE, ME US",2017/5/8,9.4,-6.26,,,,,0.45,0.44,,,53,4,0,0,0,0,58,0,,55,-13,43,-9,,160,0,160,10,,,21,-7,30,-10,1,,,,,,,,,,,,,,
USW00014607,"CARIBOU WEATHER FORECAST OFFICE, ME US",2017/5/9,5.59,-3.81,,,,,0.34,-0.11,,,53,0,0,0,0,0,56,-2,,56,1,34,-9,,50,-110,50,-110,,,18.1,-2.9,25.9,-4.1,1,,,,,,,,,,,,,,
USW00014607,"CARIBOU WEATHER FORECAST OFFICE, ME US",2017/5/10,8.95,3.36,,,,,0.05,-0.29,,,50,-3,0,0,0,0,55,-1,,47,-9,35,1,,30,-20,10,-40,,,15,-3.1,21,-4.9,1,,,,,,1,,,,,,,,
USW00014607,"CARIBOU WEATHER FORECAST OFFICE, ME US",2017/5/11,10.51,1.56,,,,,0.02,-0.03,,,49,-1,0,0,0,0,51,-4,,56,9,40,5,,50,20,50,40,,,21,6,29.1,8.1,,,,,,,,,,,,,,,
USW00014607,"CARIBOU WEATHER FORECAST OFFICE, ME US",2017/5/12,6.26,-4.25,,,,,0,-0.02,,,49,0,0,0,0,0,58,7,,68,12,43,3,,80,30,80,30,,,14.1,-6.9,18.1,-11,1,,,,,,,,,,,,,,
USW00014607,"CARIBOU WEATHER FORECAST OFFICE, ME US",2017/5/13,4.47,-1.79,,,,,0,0,,,51,2,0,0,0,0,60,2,,68,0,41,-2,,170,90,160,80,,,15,0.9,21,2.9,,,,,,,,,,,,,,,
USW00014607,"CARIBOU WEATHER FORECAST OFFICE, ME US",2017/5/14,7.38,2.91,,,,,0.01,0.01,,,54,3,0,0,0,0,61,1,,62,-6,46,5,,70,-100,70,-90,,,16.1,1.1,21.9,0.9,,,,,,,,,,,,,,,
USW00014607,"CARIBOU WEATHER FORECAST OFFICE, ME US",2017/5/15,11.63,4.25,0.11,44,58,,0.06,0.05,,,52,-2,0,0,0,0,56,-5,,51,-11,45,-1,,30,-40,40,-30,101.9,,23,6.9,36.9,15,,,,,,,,,,,,,,,
USW00014607,"CARIBOU WEATHER FORECAST OFFICE, ME US",2017/5/16,11.41,-0.22,0.05,42,68,,0,-0.06,,,50,-2,0,0,0,0,57,1,,71,20,43,-2,,330,300,310,270,124.9,,25.9,2.9,42.1,5.2,,,,,,,,,,,,,,,
USW00014607,"CARIBOU WEATHER FORECAST OFFICE, ME US",2017/5/17,5.82,-5.59,0.34,46,66,,0.06,0.06,,,52,2,0,0,0,0,58,1,,64,-7,46,3,,330,0,340,30,67.1,,14.1,-11.8,18.1,-24,,,,,,,,,,,,,,,
USW00014607,"CARIBOU WEATHER FORECAST OFFICE, ME US",2017/5/18,7.38,1.56,0.15,54,81,,0.21,0.15,,,54,2,0,0,0,0,60,2,,90,26,51,5,,340,10,340,0,55.3,,38.9,24.8,55,36.9,1,,1,,,,,,,,,,,,
USW00014607,"CARIBOU WEATHER FORECAST OFFICE, ME US",2017/5/19,11.41,4.03,0.28,55,80,,0.04,-0.17,,,58,4,0,0,0,0,63,3,,67,-23,42,-9,,300,-40,320,-20,142.9,,23,-15.9,33.1,-21.9,1,,1,,,,,,,,,,,,
USW00014607,"CARIBOU WEATHER FORECAST OFFICE, ME US",2017/5/20,12.53,1.12,0.17,38,63,,0,-0.04,,,53,-5,0,0,0,0,60,-3,,58,-9,38,-4,,360,60,10,-310,128,,23,0,30,-3.1,,,,,,,,,,,,,,,
USW00014607,"CARIBOU WEATHER FORECAST OFFICE, ME US",2017/5/21,8.72,-3.81,0.27,40,69,,0,0,,,53,0,0,0,0,0,65,5,,68,10,41,3,,10,-350,10,0,124.9,,19.9,-3.1,25.1,-4.9,,,,,,,,,,,,,,,
USW00014607,"CARIBOU WEATHER FORECAST OFFICE, ME US",2017/5/22,7.16,-1.56,0.16,50,69,,0,0,,,55,2,0,0,0,0,67,2,,63,-5,39,-2,,170,160,180,170,39.8,,21,1.1,28,2.9,,,,,,,,,,,,,,,
USW00014607,"CARIBOU WEATHER FORECAST OFFICE, ME US",2017/5/23,7.16,0,0.14,47,64,,0,0,,,55,0,0,0,0,0,58,-9,,68,5,44,5,,190,20,190,10,106.9,,16.1,-4.9,23,-5,1,,,,,,,,,,,,,,
USW00014607,"CARIBOU WEATHER FORECAST OFFICE, ME US",2017/5/24,3.8,-3.36,0.12,49,71,,0,0,,,54,-1,0,0,0,0,60,2,,71,3,43,-1,,360,170,10,-180,37.3,,14.1,-2,17,-6,,,,,,,,,,,,,,,
USW00014607,"CARIBOU WEATHER FORECAST OFFICE, ME US",2017/5/25,6.71,2.91,0.1,53,70,,0.01,0.01,,,55,1,0,0,0,0,60,0,,68,-3,47,4,,110,-250,100,90,29.8,,14.1,0,18.1,1.1,,,,,,,,,,,,,,,
USW00014607,"CARIBOU WEATHER FORECAST OFFICE, ME US",2017/5/26,8.72,2.01,0.09,51,69,,0.32,0.31,,,55,0,0,0,0,0,60,0,,53,-15,47,0,,30,-80,50,-50,85.1,,18.1,4,25.1,7,1,,,,,,,,,,,,,,
USW00014607,"CARIBOU WEATHER FORECAST OFFICE, ME US",2017/5/27,6.71,-2.01,0.18,46,72,,0,-0.32,,,53,-2,0,0,0,0,60,0,,67,14,45,-2,,160,130,190,140,70.8,,14.1,-4,19.9,-5.2,,,,,,,,,,,,,,,
USW00014607,"CARIBOU WEATHER FORECAST OFFICE, ME US",2017/5/28,5.37,-1.34,0.19,49,79,,0,0,,,54,1,0,0,0,0,63,3,,72,5,42,-3,,140,-20,140,-50,37.3,,14.1,0,18.1,-1.8,,,,,,,,,,,,,,,
USW00014607,"CARIBOU WEATHER FORECAST OFFICE, ME US",2017/5/29,8.5,3.13,0.09,55,80,,0.04,0.04,,,58,4,0,0,0,0,63,0,,59,-13,48,6,,140,0,140,0,36,,15,0.9,19.9,1.8,1,,,,,,,,,,,,,,
USW00014607,"CARIBOU WEATHER FORECAST OFFICE, ME US",2017/5/30,10.51,2.01,0.19,50,73,,0,-0.04,,,54,-4,0,0,0,0,62,-1,,70,11,47,-1,,170,30,180,40,62.8,,21,6,29.1,9.2,,,,,,,,,,,,,,,
USW00014607,"CARIBOU WEATHER FORECAST OFFICE, ME US",2017/5/31,9.62,-0.89,0.13,52,70,,0.27,0.27,,,59,5,0,0,0,0,63,1,,62,-8,51,4,,160,-10,170,-10,105,,17,-4,23,-6.1,1,,,,,,,,,,,,,,
USW00014607,"CARIBOU WEATHER FORECAST OFFICE, ME US",2017/6/1,4.92,-4.7,0.11,55,72,,0.1,-0.17,,,57,-2,0,0,0,0,61,-2,,71,9,52,1,,240,80,240,70,52.8,,21.9,4.9,32,9,1,,1,,,,,,,,,,,,
USW00014607,"CARIBOU WEATHER FORECAST OFFICE, ME US",2017/6/2,6.26,1.34,0.12,53,69,,0,-0.1,,,58,1,0,0,0,0,65,4,,64,-7,46,-6,,210,-30,250,10,46,,17,-4.9,23,-9,1,,,,,,,,,,,,,,
USW00014607,"CARIBOU WEATHER FORECAST OFFICE, ME US",2017/6/3,6.04,-0.22,0.14,51,69,,0.01,0.01,,,58,0,0,0,0,0,63,-2,,63,-1,45,-1,,330,120,330,80,65.2,,21.9,4.9,27.1,4.1,,,,,,,,,,,,,,,
USW00014607,"CARIBOU WEATHER FORECAST OFFICE, ME US",2017/6/4,3.8,-2.24,0.15,52,70,,0,-0.01,,,59,1,0,0,0,0,63,0,,65,2,49,4,,80,-250,20,-310,52.2,,8.9,-13,13,-14.1,,,,,,,,,,,,,,,
USW00014607,"CARIBOU WEATHER FORECAST OFFICE, ME US",2017/6/5,6.71,2.91,0.13,55,71,,0,0,,,58,-1,0,0,0,0,62,-1,,64,-1,45,-4,,120,40,120,100,28,,15,6.1,19.9,6.9,,,,,,,,,,,,,,,
USW00014607,"CARIBOU WEATHER FORECAST OFFICE, ME US",2017/6/6,7.61,0.9,0.21,49,72,,0,0,,,57,-1,0,0,0,0,65,3,,69,5,41,-4,,70,-50,70,-50,65.9,,18.1,3.1,23.9,4,,,,,,,,,,,,,,,
USW00014607,"CARIBOU WEATHER FORECAST OFFICE, ME US",2017/6/7,3.8,-3.81,0.18,52,80,,0,0,,,57,0,0,0,0,0,67,2,,82,13,40,-1,,330,260,330,260,32.9,,13,-5.1,17,-6.9,,,,,,,,,,,,,,,
USW00014607,"CARIBOU WEATHER FORECAST OFFICE, ME US",2017/6/8,5.14,1.34,0.25,59,84,,0,0,,,59,2,0,0,0,0,68,1,,87,5,53,13,,240,-90,250,-80,44.7,,16.1,3.1,21.9,4.9,,,,,,,,,,,,,,,
USW00014607,"CARIBOU WEATHER FORECAST OFFICE, ME US",2017/6/9,7.38,2.24,0.22,58,84,,0.03,0.03,,,62,3,0,0,0,0,69,1,,67,-20,54,1,,310,70,310,60,54.1,,15,-1.1,21.9,0,,,,,,,,,,,,,,,
USW00014607,"CARIBOU WEATHER FORECAST OFFICE, ME US",2017/6/10,8.05,0.67,0.18,48,75,,0,-0.03,,,58,-4,0,0,0,0,68,-1,,74,7,47,-7,,240,-70,240,-70,88.9,,16.1,1.1,21.9,0,,,,,,,,,,,,,,,
USW00014607,"CARIBOU WEATHER FORECAST OFFICE, ME US",2017/6/11,11.41,3.36,0.3,59,84,,0,0,,,62,4,0,0,0,0,70,2,,91,17,59,12,,240,0,250,10,113.7,,30,13.9,40,18.1,,,,,,,,,,,,,,,
USW00014607,"CARIBOU WEATHER FORECAST OFFICE, ME US",2017/6/12,4.47,-6.94,0.1,61,84,,0.03,0.03,,,64,2,0,0,0,0,71,1,,81,-10,58,-1,,40,-200,40,-210,59,,10.1,-19.9,13,-27,,,,,,,,,,,,,,,
USW00014607,"CARIBOU WEATHER FORECAST OFFICE, ME US",2017/6/13,12.3,7.83,0.38,68,78,,0.07,0.04,,,66,2,0,0,0,0,72,1,,76,-5,55,-3,,330,290,310,270,105,,23,12.9,33.1,20.1,1,,,,,,,,,,,,,,
USW00014607,"CARIBOU WEATHER FORECAST OFFICE, ME US",2017/6/14,10.96,-1.34,0.33,48,75,,0,-0.07,,,62,-4,0,0,0,0,72,0,,65,-11,45,-10,,340,10,340,30,165.9,,21.9,-1.1,29.1,-4,,,,,,,,,,,,,,,
USW00014607,"CARIBOU WEATHER FORECAST OFFICE, ME US",2017/6/15,4.47,-6.49,0.16,50,72,,0,0,,,60,-2,0,0,0,0,68,-4,,69,4,43,-2,,10,-330,10,-330,65.9,,15,-6.9,19.9,-9.2,,,,,,,,,,,,,,,
USW00014607,"CARIBOU WEATHER FORECAST OFFICE, ME US",2017/6/16,10.29,5.82,0.1,55,72,,0.47,0.47,,,61,1,0,0,0,0,70,2,,57,-12,47,4,,200,190,190,180,49.7,,19.9,4.9,31.1,11.2,1,,,,,,,,,,,,,,
USW00014607,"CARIBOU WEATHER FORECAST OFFICE, ME US",2017/6/17,8.28,-2.01,0.05,52,65,,0.17,-0.3,,,60,-1,0,0,0,0,63,-7,,67,10,52,5,,160,-40,170,-20,85.7,,15,-4.9,18.1,-13,1,,,,,,,,,,,,,,
USW00014607,"CARIBOU WEATHER FORECAST OFFICE, ME US",2017/6/18,8.72,0.44,0.06,62,80,,0,-0.17,,,60,0,0,0,0,0,64,1,,79,12,61,9,,150,-10,170,0,67.1,,15,0,23,4.9,1,,,,,,,,,,,,,,
USW00014607,"CARIBOU WEATHER FORECAST OFFICE, ME US",2017/6/19,8.5,-0.22,0.14,69,83,,0.74,0.74,,,65,5,0,0,0,0,70,6,,83,4,69,8,,250,100,250,80,78.9,,23.9,8.9,30,7,1,,1,,,,,,,,,,,,
USW00014607,"CARIBOU WEATHER FORECAST OFFICE, ME US",2017/6/20,8.28,-0.22,0.1,68,83,,0.62,-0.12,,,69,4,0,0,0,0,72,2,,77,-6,61,-8,,240,-10,230,-20,67.7,,21,-2.9,35.1,5.1,1,,,,,,,,,,,,,,
USW00014607,"CARIBOU WEATHER FORECAST OFFICE, ME US",2017/6/21,8.5,0.22,0.05,61,78,,0.05,-0.57,,,67,-2,0,0,0,0,71,-1,,71,-6,55,-6,,250,10,270,40,85.7,,23,2,35.1,0,,,,,,,,,,,,,,,
USW00014607,"CARIBOU WEATHER FORECAST OFFICE, ME US",2017/6/22,7.61,-0.89,0.17,54,77,,0,-0.05,,,65,-2,0,0,0,0,71,0,,75,4,51,-4,,310,60,280,10,105,,16.1,-6.9,27.1,-8,,,,,,,,,,,,,,,
USW00014607,"CARIBOU WEATHER FORECAST OFFICE, ME US",2017/6/23,7.38,-0.23,0.1,57,77,,0.02,0.02,,,64,-1,0,0,0,0,71,0,,68,-7,50,-1,,170,-140,180,-100,52.2,,15,-1.1,21,-6.1,1,,1,,,,,,,,,,,,
USW00014607,"CARIBOU WEATHER FORECAST OFFICE, ME US",2017/6/24,6.93,-0.45,0.03,61,77,,0.48,0.46,,,65,1,0,0,0,0,68,-3,,77,9,57,7,,320,150,300,120,80.2,,21,6,34,13,1,,,,,,,,,,,,,,
